event_time,resolved_time,split_seed,fault_id,fault_type,robot_id,duration_s,severity,severity_label,notes
2026-07-01 05:44:50+00:00,2026-07-01 05:59:48+00:00,20260402,accelerated_battery_degradation_seed20260402_event01,accelerated_battery_degradation,AR-001,898,0.9556835702836852,Critical,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 05:45:08+00:00,2026-07-01 05:57:03+00:00,20260405,gradual_sensor_drift_seed20260405_event00,gradual_sensor_drift,AR-004,715,0.9016662850612204,Critical,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 06:10:37+00:00,2026-07-01 06:20:09+00:00,20260408,accelerated_battery_degradation_seed20260408_event02,accelerated_battery_degradation,AR-005,572,0.7664518293630622,High,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 06:21:52+00:00,2026-07-01 06:31:00+00:00,20260404,accelerated_battery_degradation_seed20260404_event01,accelerated_battery_degradation,AR-002,548,0.8368622254966249,High,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 07:01:57+00:00,2026-07-01 07:06:05+00:00,20260405,intermittent_software_hang_seed20260405_event01,intermittent_software_hang,AR-004,248,0.9348589126573968,Critical,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 07:02:00+00:00,2026-07-01 07:09:17+00:00,20260402,gps_jitter_spoofing_seed20260402_event00,gps_jitter_spoofing,AR-003,437,0.8478404038573837,High,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 07:02:58+00:00,2026-07-01 07:10:24+00:00,20260405,motor_stall_seed20260405_event00,motor_stall,AR-002,446,0.6914534083115443,Moderate,"Stalled drive: motor_current_fr_a; speed collapse, high current, rising thermal load."
2026-07-01 07:43:28+00:00,2026-07-01 07:47:52+00:00,20260405,intermittent_software_hang_seed20260405_event00,intermittent_software_hang,AR-001,264,0.8420698755417664,High,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 07:49:12+00:00,2026-07-01 07:54:48+00:00,20260405,gradual_sensor_drift_seed20260405_event02,gradual_sensor_drift,AR-003,336,0.9948408450494112,Critical,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 07:51:17+00:00,2026-07-01 07:57:30+00:00,20260405,accelerated_battery_degradation_seed20260405_event01,accelerated_battery_degradation,AR-005,373,0.7601938667112129,High,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 08:01:52+00:00,2026-07-01 08:14:40+00:00,20260401,gradual_sensor_drift_seed20260401_event02,gradual_sensor_drift,AR-004,768,0.8849692463020913,Critical,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 08:20:10+00:00,2026-07-01 08:34:29+00:00,20260408,motor_stall_seed20260408_event00,motor_stall,AR-004,859,0.6054987450970016,Moderate,"Stalled drive: motor_current_fr_a; speed collapse, high current, rising thermal load."
2026-07-01 08:21:05+00:00,2026-07-01 08:29:51+00:00,20260408,intermittent_software_hang_seed20260408_event00,intermittent_software_hang,AR-001,526,0.6382082222929873,Moderate,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 08:24:07+00:00,2026-07-01 08:38:13+00:00,20260401,gradual_sensor_drift_seed20260401_event01,gradual_sensor_drift,AR-003,846,0.9643354298638742,Critical,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 08:30:01+00:00,2026-07-01 08:41:32+00:00,20260402,motor_stall_seed20260402_event00,motor_stall,AR-004,691,0.7023767398985042,Moderate,"Stalled drive: motor_current_rl_a; speed collapse, high current, rising thermal load."
2026-07-01 08:38:51+00:00,2026-07-01 08:52:12+00:00,20260400,gps_jitter_spoofing_seed20260400_event02,gps_jitter_spoofing,AR-002,801,0.7297455864560195,Moderate,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 08:46:57+00:00,2026-07-01 08:53:10+00:00,20260402,gps_jitter_spoofing_seed20260402_event01,gps_jitter_spoofing,AR-003,373,0.962974879919091,Critical,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 08:53:29+00:00,2026-07-01 08:59:42+00:00,20260408,gradual_sensor_drift_seed20260408_event01,gradual_sensor_drift,AR-004,373,0.7880680150384446,High,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 09:10:22+00:00,2026-07-01 09:24:53+00:00,20260400,accelerated_battery_degradation_seed20260400_event00,accelerated_battery_degradation,AR-004,871,0.8062427282628191,High,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 09:12:04+00:00,2026-07-01 09:26:17+00:00,20260401,intermittent_software_hang_seed20260401_event00,intermittent_software_hang,AR-001,853,0.95860092774339,Critical,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 09:14:41+00:00,2026-07-01 09:21:09+00:00,20260401,motor_stall_seed20260401_event01,motor_stall,AR-004,388,0.7689857124878793,High,"Stalled drive: motor_current_rl_a; speed collapse, high current, rising thermal load."
2026-07-01 09:19:40+00:00,2026-07-01 09:28:53+00:00,20260400,motor_stall_seed20260400_event02,motor_stall,AR-002,553,0.80290361968744,High,"Stalled drive: motor_current_fl_a; speed collapse, high current, rising thermal load."
2026-07-01 09:30:55+00:00,2026-07-01 09:40:33+00:00,20260401,gps_jitter_spoofing_seed20260401_event02,gps_jitter_spoofing,AR-004,578,0.9607311741580596,Critical,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 09:45:49+00:00,2026-07-01 09:59:05+00:00,20260401,accelerated_battery_degradation_seed20260401_event02,accelerated_battery_degradation,AR-002,796,0.8233063238340269,High,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 10:00:52+00:00,2026-07-01 10:12:28+00:00,20260407,gps_jitter_spoofing_seed20260407_event01,gps_jitter_spoofing,AR-003,696,0.7999109290313142,High,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 10:05:41+00:00,2026-07-01 10:13:56+00:00,20260407,gradual_sensor_drift_seed20260407_event00,gradual_sensor_drift,AR-002,495,0.6407876434918546,Moderate,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 10:21:44+00:00,2026-07-01 10:29:48+00:00,20260405,intermittent_software_hang_seed20260405_event02,intermittent_software_hang,AR-001,484,0.8172587999679606,High,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 10:25:19+00:00,2026-07-01 10:39:15+00:00,20260402,gradual_sensor_drift_seed20260402_event01,gradual_sensor_drift,AR-004,836,0.6635594669357061,Moderate,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 10:27:23+00:00,2026-07-01 10:35:05+00:00,20260402,accelerated_battery_degradation_seed20260402_event02,accelerated_battery_degradation,AR-005,462,0.8551711048048349,Critical,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 10:29:12+00:00,2026-07-01 10:41:18+00:00,20260405,accelerated_battery_degradation_seed20260405_event02,accelerated_battery_degradation,AR-004,726,0.7100718105653523,Moderate,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 10:31:47+00:00,2026-07-01 10:44:16+00:00,20260402,accelerated_battery_degradation_seed20260402_event00,accelerated_battery_degradation,AR-001,749,0.7582387182082927,High,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 10:34:23+00:00,2026-07-01 10:48:03+00:00,20260404,accelerated_battery_degradation_seed20260404_event02,accelerated_battery_degradation,AR-001,820,0.6238208776643964,Moderate,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 10:42:22+00:00,2026-07-01 10:49:49+00:00,20260404,intermittent_software_hang_seed20260404_event01,intermittent_software_hang,AR-005,447,0.9239575823936194,Critical,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 11:02:07+00:00,2026-07-01 11:06:25+00:00,20260405,motor_stall_seed20260405_event01,motor_stall,AR-002,258,0.9628758315012712,Critical,"Stalled drive: motor_current_rr_a; speed collapse, high current, rising thermal load."
2026-07-01 11:06:23+00:00,2026-07-01 11:10:54+00:00,20260404,gps_jitter_spoofing_seed20260404_event01,gps_jitter_spoofing,AR-005,271,0.761882963368747,High,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 11:14:00+00:00,2026-07-01 11:24:32+00:00,20260402,intermittent_software_hang_seed20260402_event01,intermittent_software_hang,AR-004,632,0.6534020939757953,Moderate,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 11:15:29+00:00,2026-07-01 11:30:29+00:00,20260404,gps_jitter_spoofing_seed20260404_event00,gps_jitter_spoofing,AR-004,900,0.6059665129147267,Moderate,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 11:17:21+00:00,2026-07-01 11:23:01+00:00,20260406,gradual_sensor_drift_seed20260406_event00,gradual_sensor_drift,AR-004,340,0.8410438605359946,High,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 11:22:18+00:00,2026-07-01 11:26:37+00:00,20260406,intermittent_software_hang_seed20260406_event02,intermittent_software_hang,AR-005,259,0.8678651487299385,Critical,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 11:24:36+00:00,2026-07-01 11:38:54+00:00,20260408,accelerated_battery_degradation_seed20260408_event00,accelerated_battery_degradation,AR-005,858,0.7609338029144747,High,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 11:24:51+00:00,2026-07-01 11:39:44+00:00,20260409,gradual_sensor_drift_seed20260409_event00,gradual_sensor_drift,AR-005,893,0.6030079999995178,Moderate,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 11:37:04+00:00,2026-07-01 11:49:53+00:00,20260408,gradual_sensor_drift_seed20260408_event02,gradual_sensor_drift,AR-001,769,0.6879554409366665,Moderate,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 11:41:29+00:00,2026-07-01 11:53:16+00:00,20260405,gps_jitter_spoofing_seed20260405_event02,gps_jitter_spoofing,AR-005,707,0.8440987177615347,High,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 11:42:17+00:00,2026-07-01 11:47:42+00:00,20260408,gps_jitter_spoofing_seed20260408_event00,gps_jitter_spoofing,AR-002,325,0.9365230411824532,Critical,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 11:43:09+00:00,2026-07-01 11:49:25+00:00,20260404,gradual_sensor_drift_seed20260404_event01,gradual_sensor_drift,AR-001,376,0.6907943379828891,Moderate,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 11:46:33+00:00,2026-07-01 11:51:17+00:00,20260405,gradual_sensor_drift_seed20260405_event01,gradual_sensor_drift,AR-004,284,0.818556084462035,High,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 11:49:42+00:00,2026-07-01 11:54:20+00:00,20260404,gradual_sensor_drift_seed20260404_event00,gradual_sensor_drift,AR-004,278,0.913804483321458,Critical,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 11:50:06+00:00,2026-07-01 11:59:32+00:00,20260406,gps_jitter_spoofing_seed20260406_event02,gps_jitter_spoofing,AR-004,566,0.8309955990633746,High,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 11:53:39+00:00,2026-07-01 11:59:29+00:00,20260405,accelerated_battery_degradation_seed20260405_event00,accelerated_battery_degradation,AR-002,350,0.9509377263556515,Critical,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 12:01:13+00:00,2026-07-01 12:09:53+00:00,20260400,gps_jitter_spoofing_seed20260400_event00,gps_jitter_spoofing,AR-004,520,0.9472731146520555,Critical,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 12:17:32+00:00,2026-07-01 12:30:52+00:00,20260406,intermittent_software_hang_seed20260406_event00,intermittent_software_hang,AR-003,800,0.9504529996352254,Critical,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 12:25:52+00:00,2026-07-01 12:33:19+00:00,20260402,gradual_sensor_drift_seed20260402_event00,gradual_sensor_drift,AR-003,447,0.7847651956278082,High,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 12:26:47+00:00,2026-07-01 12:37:25+00:00,20260400,gradual_sensor_drift_seed20260400_event01,gradual_sensor_drift,AR-001,638,0.9781157125588356,Critical,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 12:31:38+00:00,2026-07-01 12:45:08+00:00,20260406,motor_stall_seed20260406_event01,motor_stall,AR-001,810,0.7255192160078435,Moderate,"Stalled drive: motor_current_fl_a; speed collapse, high current, rising thermal load."
2026-07-01 12:32:45+00:00,2026-07-01 12:43:41+00:00,20260400,motor_stall_seed20260400_event00,motor_stall,AR-004,656,0.8071584251182677,High,"Stalled drive: motor_current_rl_a; speed collapse, high current, rising thermal load."
2026-07-01 12:40:31+00:00,2026-07-01 12:47:27+00:00,20260406,motor_stall_seed20260406_event02,motor_stall,AR-004,416,0.9198739051332848,Critical,"Stalled drive: motor_current_fr_a; speed collapse, high current, rising thermal load."
2026-07-01 12:54:12+00:00,2026-07-01 12:59:03+00:00,20260400,intermittent_software_hang_seed20260400_event02,intermittent_software_hang,AR-003,291,0.657088554087771,Moderate,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 13:01:23+00:00,2026-07-01 13:09:57+00:00,20260409,intermittent_software_hang_seed20260409_event00,intermittent_software_hang,AR-005,514,0.802160187595226,High,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 13:07:35+00:00,2026-07-01 13:12:04+00:00,20260401,gps_jitter_spoofing_seed20260401_event00,gps_jitter_spoofing,AR-002,269,0.6010995432177083,Moderate,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 13:19:52+00:00,2026-07-01 13:34:09+00:00,20260403,gps_jitter_spoofing_seed20260403_event02,gps_jitter_spoofing,AR-002,857,0.948095624991739,Critical,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 13:37:26+00:00,2026-07-01 13:46:30+00:00,20260401,intermittent_software_hang_seed20260401_event02,intermittent_software_hang,AR-002,544,0.8737313714772464,Critical,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 13:41:41+00:00,2026-07-01 13:53:34+00:00,20260401,accelerated_battery_degradation_seed20260401_event00,accelerated_battery_degradation,AR-003,713,0.7765475863690303,High,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 13:46:51+00:00,2026-07-01 13:57:38+00:00,20260406,accelerated_battery_degradation_seed20260406_event02,accelerated_battery_degradation,AR-004,647,0.8601618698382407,Critical,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 14:29:25+00:00,2026-07-01 14:42:27+00:00,20260403,gradual_sensor_drift_seed20260403_event00,gradual_sensor_drift,AR-005,782,0.8433306352105476,High,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 14:29:58+00:00,2026-07-01 14:40:53+00:00,20260406,motor_stall_seed20260406_event00,motor_stall,AR-002,655,0.8694921349371738,Critical,"Stalled drive: motor_current_rl_a; speed collapse, high current, rising thermal load."
2026-07-01 14:47:23+00:00,2026-07-01 14:54:56+00:00,20260406,accelerated_battery_degradation_seed20260406_event00,accelerated_battery_degradation,AR-004,453,0.8224066351556907,High,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 15:03:25+00:00,2026-07-01 15:12:09+00:00,20260407,gps_jitter_spoofing_seed20260407_event00,gps_jitter_spoofing,AR-002,524,0.7915988990040533,High,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 15:24:53+00:00,2026-07-01 15:39:18+00:00,20260404,accelerated_battery_degradation_seed20260404_event00,accelerated_battery_degradation,AR-002,865,0.6505459330231528,Moderate,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 15:30:48+00:00,2026-07-01 15:44:33+00:00,20260407,accelerated_battery_degradation_seed20260407_event00,accelerated_battery_degradation,AR-004,825,0.7317709815379034,Moderate,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 15:37:42+00:00,2026-07-01 15:50:55+00:00,20260407,motor_stall_seed20260407_event00,motor_stall,AR-001,793,0.9488054661225568,Critical,"Stalled drive: motor_current_rl_a; speed collapse, high current, rising thermal load."
2026-07-01 16:02:44+00:00,2026-07-01 16:14:13+00:00,20260401,intermittent_software_hang_seed20260401_event01,intermittent_software_hang,AR-003,689,0.7940401327914056,High,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 16:09:15+00:00,2026-07-01 16:15:05+00:00,20260400,motor_stall_seed20260400_event01,motor_stall,AR-003,350,0.8018943708307137,High,"Stalled drive: motor_current_fr_a; speed collapse, high current, rising thermal load."
2026-07-01 16:09:52+00:00,2026-07-01 16:14:12+00:00,20260401,motor_stall_seed20260401_event02,motor_stall,AR-002,260,0.9360864992305616,Critical,"Stalled drive: motor_current_fl_a; speed collapse, high current, rising thermal load."
2026-07-01 16:14:16+00:00,2026-07-01 16:24:33+00:00,20260401,gps_jitter_spoofing_seed20260401_event01,gps_jitter_spoofing,AR-004,617,0.93641815860698,Critical,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 16:22:30+00:00,2026-07-01 16:32:10+00:00,20260400,gps_jitter_spoofing_seed20260400_event01,gps_jitter_spoofing,AR-003,580,0.903470960389413,Critical,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 16:41:37+00:00,2026-07-01 16:55:37+00:00,20260407,accelerated_battery_degradation_seed20260407_event01,accelerated_battery_degradation,AR-002,840,0.8035951525486109,High,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 16:45:05+00:00,2026-07-01 16:55:10+00:00,20260400,intermittent_software_hang_seed20260400_event00,intermittent_software_hang,AR-003,605,0.9723960021943332,Critical,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 16:45:43+00:00,2026-07-01 16:55:41+00:00,20260401,accelerated_battery_degradation_seed20260401_event01,accelerated_battery_degradation,AR-003,598,0.9882813318743148,Critical,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 17:05:48+00:00,2026-07-01 17:14:15+00:00,20260403,intermittent_software_hang_seed20260403_event01,intermittent_software_hang,AR-002,507,0.7223389346314002,Moderate,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 17:07:48+00:00,2026-07-01 17:21:50+00:00,20260408,gps_jitter_spoofing_seed20260408_event01,gps_jitter_spoofing,AR-005,842,0.6861546418223586,Moderate,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
2026-07-01 17:23:01+00:00,2026-07-01 17:32:31+00:00,20260403,intermittent_software_hang_seed20260403_event00,intermittent_software_hang,AR-003,570,0.9750370872881994,Critical,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 17:34:30+00:00,2026-07-01 17:45:32+00:00,20260403,accelerated_battery_degradation_seed20260403_event02,accelerated_battery_degradation,AR-002,662,0.7221484091994633,Moderate,Accelerated SoC drain and voltage sag injected during held-out operation.
2026-07-01 18:04:59+00:00,2026-07-01 18:16:24+00:00,20260408,gradual_sensor_drift_seed20260408_event00,gradual_sensor_drift,AR-002,685,0.6008715998108989,Moderate,Ramp drift injected into IMU accel_z and gyro_z to mimic gradual calibration drift.
2026-07-01 18:13:01+00:00,2026-07-01 18:27:03+00:00,20260403,intermittent_software_hang_seed20260403_event02,intermittent_software_hang,AR-004,842,0.7156347090781234,Moderate,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 18:14:23+00:00,2026-07-01 18:26:43+00:00,20260408,motor_stall_seed20260408_event02,motor_stall,AR-005,740,0.6543446639185467,Moderate,"Stalled drive: motor_current_rr_a; speed collapse, high current, rising thermal load."
2026-07-01 18:15:16+00:00,2026-07-01 18:28:37+00:00,20260400,intermittent_software_hang_seed20260400_event01,intermittent_software_hang,AR-005,801,0.8763264262597275,Critical,Repeated telemetry freezes injected to mimic intermittent software hang or stale-packet behavior.
2026-07-01 18:19:19+00:00,2026-07-01 18:24:03+00:00,20260403,motor_stall_seed20260403_event01,motor_stall,AR-003,284,0.957953350561482,Critical,"Stalled drive: motor_current_rl_a; speed collapse, high current, rising thermal load."
2026-07-01 18:19:57+00:00,2026-07-01 18:34:34+00:00,20260403,gps_jitter_spoofing_seed20260403_event00,gps_jitter_spoofing,AR-002,877,0.8404389565731241,High,"Spoofing-like GPS jitter injected through position jumps, HDOP degradation, and unstable fix quality."
