timestamp,robot_id,mission_mode,terrain,location_zone,speed_mps,motor_current_mean_a,motor_temp_c,battery_voltage_v,battery_soc_pct,is_charging,wifi_rssi_dbm,gps_fix_quality,gps_hdop,task_success_probability,task_success_flag,missingness_flag
2026-07-01 03:55:00+00:00,AR-001,coverage,sand,base_area,0.46935,17.554603,64.675518,45.524527,53.40131,0,-50.70849,5.0,0.550369,0.999,1,0
2026-07-01 04:00:00+00:00,AR-001,perimeter,rocky,open_perimeter,0.753778,12.4153445,38.761495,45.536679,52.316766,0,-58.409855,5.0,0.573364,0.999,1,0
2026-07-01 04:05:00+00:00,AR-001,perimeter,rocky,open_perimeter,0.809064,12.62004975,41.056773,45.418928,51.312944,0,-52.773924,4.0,1.149369,0.999,1,0
2026-07-01 04:10:00+00:00,AR-001,perimeter,rocky,open_perimeter,0.782733,13.00860875,42.256234,45.335019,50.653955,0,-57.03282,5.0,0.591609,0.999,1,0
2026-07-01 04:15:00+00:00,AR-001,perimeter,asphalt,tree_line,0.995177,13.9100635,41.585961,45.20389,49.692425,0,-65.862201,4.0,1.218498,0.999,1,0
2026-07-01 04:20:00+00:00,AR-001,perimeter,asphalt,tree_line,0.967576,13.53289875,41.807593,45.119156,48.848317,0,-66.895615,4.0,1.191689,0.999,1,0
2026-07-01 04:25:00+00:00,AR-001,perimeter,gravel,tree_line,0.891907,14.577743250000001,43.041812,44.989427,47.932578,0,-73.855275,4.0,1.245169,0.999,1,0
2026-07-01 04:30:00+00:00,AR-001,escort,gravel,building_shadow,0.604059,10.792683,40.433836,44.98916,47.051515,0,-80.08084,4.0,1.176257,0.999,1,0
2026-07-01 04:35:00+00:00,AR-001,escort,gravel,building_shadow,0.62871,11.652553750000001,40.673344,44.882768,46.3012,0,-73.501965,4.0,1.145654,0.999,1,0
2026-07-01 04:40:00+00:00,AR-001,escort,dry_grass,building_shadow,0.552729,11.323321750000002,41.84373,44.768485,45.204388,0,-74.433586,4.0,1.336914,0.999,1,0
2026-07-01 04:45:00+00:00,AR-001,escort,dry_grass,remote_edge,0.590328,11.867108250000001,42.028108,44.683768,44.574217,0,-71.507764,3.0,1.84368,0.999,1,0
2026-07-01 04:50:00+00:00,AR-001,escort,wet_grass,remote_edge,0.454766,12.43204575,47.939802,44.549502,43.50656,0,-70.648016,3.0,1.837854,0.999,1,0
2026-07-01 04:55:00+00:00,AR-001,escort,wet_grass,remote_edge,0.44264,12.19132075,49.000562,44.455471,42.611118,0,-72.19476,3.0,1.953745,0.999,1,0
2026-07-01 05:00:00+00:00,AR-001,coverage,mud,base_area,0.489597,16.16229875,59.795883,44.255582,41.748232,0,-45.911589,5.0,0.45,0.999,1,0
2026-07-01 05:05:00+00:00,AR-001,coverage,mud,base_area,0.608575,18.013486999999998,61.514531,44.101582,40.802971,0,-44.49867,5.0,0.494739,0.999,1,0
2026-07-01 05:10:00+00:00,AR-001,coverage,mud,base_area,0.544515,17.08482275,62.263546,44.027397,39.92502,0,-51.810538,5.0,0.599559,0.999,1,0
2026-07-01 05:15:00+00:00,AR-001,coverage,sand,open_perimeter,0.541501,19.807070250000002,71.315359,43.848667,38.961164,0,-65.386772,4.0,1.131691,0.999,1,0
2026-07-01 05:20:00+00:00,AR-001,coverage,sand,open_perimeter,0.455982,17.914334750000002,71.035694,43.813388,38.206795,0,-55.429232,5.0,0.45,0.999,1,0
2026-07-01 05:25:00+00:00,AR-001,coverage,rocky,open_perimeter,0.778943,12.96110825,42.424704,43.873361,37.592405,0,-59.381201,4.0,1.170391,0.999,1,0
2026-07-01 05:30:00+00:00,AR-001,coverage,rocky,tree_line,0.742623,12.669312249999999,42.240861,43.757732,36.492273,0,-62.604228,5.0,0.5573,0.999,1,0
2026-07-01 05:35:00+00:00,AR-001,coverage,rocky,tree_line,0.81858,12.933245,42.905208,43.629583,35.409351,0,-57.44695,4.0,1.31709,0.999,1,0
2026-07-01 05:40:00+00:00,AR-001,coverage,asphalt,tree_line,0.977495,13.711326,40.747305,43.515615,34.572409,0,-61.906516,4.0,1.135685,0.999,1,0
2026-07-01 05:45:00+00:00,AR-001,coverage,asphalt,building_shadow,1.021804,14.2493435,42.056124,43.395521,33.625037,0,-73.282216,3.0,1.847092,0.999,1,0
2026-07-01 05:50:00+00:00,AR-001,coverage,gravel,building_shadow,0.824996,13.77904475,44.252332,43.33296,32.957282,0,-71.213302,4.0,1.228599,0.999,1,0
2026-07-01 05:55:00+00:00,AR-001,coverage,gravel,building_shadow,0.839805,13.86559525,44.417205,43.238643,32.135258,0,-81.897523,4.0,1.231193,0.999,1,0
2026-07-01 06:00:00+00:00,AR-001,escort,dry_grass,remote_edge,0.581822,11.7886515,44.660792,43.178863,31.119352,0,-90.628359,3.0,1.970545,0.9969,1,0
2026-07-01 06:05:00+00:00,AR-001,escort,dry_grass,remote_edge,0.548164,11.2296585,46.540847,43.098681,30.273677,0,-84.522641,3.0,1.841804,0.999,1,0
2026-07-01 06:10:00+00:00,AR-001,escort,dry_grass,remote_edge,0.556317,11.696834,47.570686,42.980078,29.323173,0,-80.522524,3.0,1.633096,0.999,1,0
2026-07-01 06:15:00+00:00,AR-001,escort,wet_grass,base_area,0.558835,13.959404249999999,54.392744,42.815713,28.380873,0,-48.154221,4.0,1.222538,0.999,1,0
2026-07-01 06:20:00+00:00,AR-001,escort,wet_grass,base_area,0.447873,11.88406225,52.876768,42.778502,27.566852,0,-43.59714,4.0,1.199702,0.999,1,0
2026-07-01 06:25:00+00:00,AR-001,escort,mud,base_area,0.392342,13.7468665,62.539621,42.600222,26.407504,0,-49.154083,5.0,0.57107,0.999,1,0
2026-07-01 06:30:00+00:00,AR-001,perimeter,mud,open_perimeter,0.535758,16.61735,62.710494,42.443614,25.675577,0,-56.386607,5.0,0.577832,0.999,1,0
2026-07-01 06:35:00+00:00,AR-001,perimeter,mud,open_perimeter,0.565125,17.95157,62.287036,42.319155,24.874066,0,-57.197527,5.0,0.573708,0.999,1,0
2026-07-01 06:40:00+00:00,AR-001,perimeter,sand,open_perimeter,0.532617,19.686915250000002,70.017088,42.162054,23.874231,0,-61.585519,4.0,1.266242,0.999,1,0
2026-07-01 06:45:00+00:00,AR-001,perimeter,sand,tree_line,0.497717,18.98879475,70.676561,42.131926,23.443171,0,-72.001807,4.0,1.227915,0.999,1,0
2026-07-01 06:50:00+00:00,AR-001,perimeter,rocky,tree_line,0.810786,13.22017425,43.221822,42.16677,22.415132,0,-70.522062,4.0,1.138513,0.999,1,0
2026-07-01 06:55:00+00:00,AR-001,perimeter,rocky,tree_line,0.777091,13.499088749999999,43.478098,42.043371,21.378104,0,-70.561943,4.0,1.348235,0.999,1,0
2026-07-01 07:00:00+00:00,AR-001,perimeter,asphalt,building_shadow,1.03339,14.42904475,45.337072,41.932085,20.60036,0,-70.965187,3.0,1.851479,0.9962,1,0
2026-07-01 07:05:00+00:00,AR-001,perimeter,asphalt,building_shadow,1.018909,14.46142025,46.207802,41.834486,19.736453,0,-63.06038,4.0,1.237625,0.9962,1,0
2026-07-01 07:10:00+00:00,AR-001,perimeter,asphalt,building_shadow,0.979625,14.336831,47.782058,41.731455,18.787613,0,-66.021166,3.0,1.748112,0.9962,1,0
2026-07-01 07:15:00+00:00,AR-001,perimeter,gravel,remote_edge,0.903219,15.008408,49.864199,41.590359,17.683728,0,-74.483789,3.0,1.945176,0.9962,1,0
2026-07-01 07:20:00+00:00,AR-001,perimeter,gravel,remote_edge,0.885104,14.68284,49.508991,41.517792,16.96023,0,-77.799345,4.0,1.004559,0.9962,1,0
2026-07-01 07:25:00+00:00,AR-001,perimeter,dry_grass,remote_edge,0.823026,14.80166225,49.73434,41.399896,15.93517,0,-89.07514,3.0,1.854062,0.9941,1,0
2026-07-01 07:30:00+00:00,AR-001,coverage,dry_grass,base_area,0.790425,14.447581249999999,49.557576,41.328624,15.216614,0,-49.901269,5.0,0.570447,0.9962,1,0
2026-07-01 07:35:00+00:00,AR-001,coverage,dry_grass,base_area,0.834756,14.78901375,48.757472,41.194699,14.100121,0,-48.791561,5.0,0.45,0.992,1,0
2026-07-01 07:40:00+00:00,AR-001,coverage,wet_grass,base_area,0.701333,16.548555,55.316102,41.049541,13.212535,0,-47.877821,5.0,0.677753,0.992,1,0
2026-07-01 07:45:00+00:00,AR-001,coverage,wet_grass,open_perimeter,0.655201,15.666211500000001,53.056659,40.995015,12.520865,0,-58.445506,5.0,0.674371,0.992,1,0
2026-07-01 07:50:00+00:00,AR-001,return_to_dock,mud,open_perimeter,0.509276,16.381341749999997,62.178109,40.877199,11.634944,0,-56.238652,5.0,0.610184,0.992,1,0
2026-07-01 07:55:00+00:00,AR-001,return_to_dock,mud,open_perimeter,0.49836,16.66370475,63.698422,40.754883,10.608387,0,-60.075868,4.0,1.073674,0.992,1,0
2026-07-01 08:00:00+00:00,AR-001,charging,sand,tree_line,0.0,6.6514187499999995,69.409496,42.411072,10.571512,1,-60.491816,4.0,1.246901,1.0,1,0
2026-07-01 08:05:00+00:00,AR-001,charging,sand,tree_line,0.0,7.3505475,71.981267,42.791115,14.127043,1,-65.082198,4.0,1.112346,1.0,1,0
2026-07-01 08:10:00+00:00,AR-001,charging,sand,tree_line,0.0,6.692125249999999,71.490902,43.221584,17.817668,1,-74.395079,4.0,1.232267,1.0,1,0
2026-07-01 08:15:00+00:00,AR-001,charging,rocky,building_shadow,0.0,5.20717725,43.154422,43.630859,21.127192,1,-80.885492,3.0,1.912155,1.0,1,0
2026-07-01 08:20:00+00:00,AR-001,charging,rocky,building_shadow,0.0,4.709444250000001,43.042757,44.058665,24.831347,1,-76.49123,4.0,1.314896,1.0,1,0
2026-07-01 08:25:00+00:00,AR-001,charging,asphalt,building_shadow,0.0,5.206011999999999,39.283566,44.43185,28.278627,1,-78.858079,4.0,1.204832,1.0,1,0
2026-07-01 08:30:00+00:00,AR-001,charging,asphalt,remote_edge,0.0,4.6803225,38.941179,44.826214,31.677699,1,-77.857303,3.0,1.99747,1.0,1,0
2026-07-01 08:35:00+00:00,AR-001,charging,asphalt,remote_edge,0.0,5.12994,38.58274,45.235158,35.433361,1,-68.617383,3.0,1.908902,1.0,1,0
2026-07-01 08:40:00+00:00,AR-001,charging,gravel,remote_edge,0.0,4.37926825,40.480809,45.647562,38.941278,1,-69.518495,4.0,1.076068,1.0,1,0
2026-07-01 08:45:00+00:00,AR-001,charging,gravel,base_area,0.0,4.79024375,41.445622,46.013245,42.301705,1,-42.832071,4.0,1.118231,1.0,1,0
2026-07-01 08:50:00+00:00,AR-001,charging,dry_grass,base_area,0.0,5.103693499999999,43.212315,46.408122,45.900159,1,-45.279819,5.0,,1.0,1,1
2026-07-01 08:55:00+00:00,AR-001,charging,dry_grass,base_area,0.0,5.5313817499999995,43.415749,46.795591,49.458993,1,-51.122394,5.0,0.528149,1.0,1,0
2026-07-01 09:00:00+00:00,AR-001,charging,wet_grass,open_perimeter,0.0,5.881857750000001,52.548076,47.173772,52.916964,1,-59.142737,,0.530337,1.0,1,1
2026-07-01 09:05:00+00:00,AR-001,charging,wet_grass,open_perimeter,0.0,5.859237,53.642265,47.576221,56.505014,1,-56.734046,5.0,0.66775,1.0,1,0
2026-07-01 09:10:00+00:00,AR-001,charging,wet_grass,open_perimeter,0.0,6.196021750000001,53.299557,47.958897,59.999946,1,-60.842128,4.0,1.283903,1.0,1,0
2026-07-01 09:15:00+00:00,AR-001,charging,mud,tree_line,0.0,5.808247250000001,63.743986,48.373812,63.614524,1,-65.492148,4.0,1.227907,1.0,1,0
2026-07-01 09:20:00+00:00,AR-001,charging,mud,tree_line,0.0,5.642998250000001,62.84064,48.74453,67.005095,1,-56.828819,4.0,1.215671,1.0,1,0
2026-07-01 09:25:00+00:00,AR-001,charging,sand,tree_line,0.0,6.825419999999999,71.668793,49.122254,70.53317,1,-62.373242,4.0,1.148083,1.0,1,0
2026-07-01 09:30:00+00:00,AR-001,charging,sand,building_shadow,0.0,6.6771135,71.002959,49.558642,74.395062,1,-65.230427,4.0,1.105742,1.0,1,0
2026-07-01 09:35:00+00:00,AR-001,charging,sand,building_shadow,0.0,7.098193,69.755925,49.921006,77.728209,1,-71.407988,4.0,1.0834,1.0,1,0
2026-07-01 09:40:00+00:00,AR-001,charging,rocky,building_shadow,0.0,5.003899500000001,40.795323,50.388905,81.419703,1,-76.33192,5.0,0.564974,1.0,1,0
2026-07-01 09:45:00+00:00,AR-001,charging,rocky,remote_edge,0.0,5.18362675,40.322752,50.755494,84.734541,1,-89.614879,3.0,1.890959,1.0,1,0
2026-07-01 09:50:00+00:00,AR-001,charging,asphalt,remote_edge,0.0,4.75537275,37.566409,51.145984,88.121636,1,-86.867561,3.0,1.873136,1.0,1,0
2026-07-01 09:55:00+00:00,AR-001,charging,asphalt,remote_edge,0.0,3.359702,39.122319,51.586986,92.062626,1,-86.031601,3.0,1.735934,1.0,1,0
2026-07-01 10:00:00+00:00,AR-001,coverage,gravel,base_area,0.854796,14.18051225,49.929743,50.23772,94.700121,0,-43.794475,5.0,0.539959,0.999,1,0
2026-07-01 10:05:00+00:00,AR-001,coverage,gravel,base_area,0.920594,15.472342,50.94068,50.116075,93.913894,0,-45.302752,5.0,0.554412,0.999,1,0
2026-07-01 10:10:00+00:00,AR-001,coverage,gravel,base_area,0.917014,15.191225,51.959762,50.03537,93.128056,0,-48.182776,5.0,0.49714,0.999,1,0
2026-07-01 10:15:00+00:00,AR-001,coverage,dry_grass,open_perimeter,0.858293,14.65269,52.252264,49.922648,91.996589,0,-57.040625,5.0,0.56293,0.999,1,0
2026-07-01 10:20:00+00:00,AR-001,coverage,dry_grass,open_perimeter,0.84067,15.27396775,53.161737,49.828853,91.303355,0,-55.563016,5.0,0.500202,0.999,1,0
2026-07-01 10:25:00+00:00,AR-001,coverage,wet_grass,open_perimeter,0.688333,16.5742415,58.491593,49.694458,90.405255,0,-60.736305,5.0,0.552131,0.999,1,0
2026-07-01 10:30:00+00:00,AR-001,pursuit,wet_grass,tree_line,1.137802,23.131438250000002,61.151251,49.43464,89.607652,0,-70.743073,4.0,1.120019,0.984,1,0
2026-07-01 10:35:00+00:00,AR-001,pursuit,wet_grass,tree_line,1.137423,22.75236875,60.803841,49.347007,88.737217,0,-66.774437,4.0,1.249342,0.984,1,0
2026-07-01 10:40:00+00:00,AR-001,pursuit,mud,tree_line,0.908807,24.6843765,67.246818,49.193851,87.818255,0,-71.45738,4.0,1.195392,0.984,1,0
2026-07-01 10:45:00+00:00,AR-001,pursuit,mud,building_shadow,0.879919,24.4728165,66.679374,49.063558,86.605815,0,-76.066685,4.0,1.275457,0.984,1,0
2026-07-01 10:50:00+00:00,AR-001,pursuit,sand,building_shadow,0.870196,27.489985750000002,74.723559,48.937263,86.178597,0,-64.681796,4.0,1.218269,0.984,1,0
2026-07-01 10:55:00+00:00,AR-001,pursuit,sand,building_shadow,0.811707,26.76493075,76.261136,48.819641,84.960079,0,-66.846883,4.0,1.103385,0.984,1,0
2026-07-01 11:00:00+00:00,AR-001,perimeter,rocky,remote_edge,0.803489,13.44849375,47.770115,49.09717,84.346707,0,-68.486257,3.0,1.831385,0.999,1,0
2026-07-01 11:05:00+00:00,AR-001,perimeter,rocky,remote_edge,0.818958,13.841727,48.182878,48.963761,83.246842,0,-72.215014,4.0,1.169567,0.999,1,0
2026-07-01 11:10:00+00:00,AR-001,perimeter,rocky,remote_edge,0.79097,13.63622825,49.29257,48.877417,82.428207,0,-80.046024,3.0,1.715031,0.999,1,0
2026-07-01 11:15:00+00:00,AR-001,perimeter,asphalt,base_area,0.980031,14.142805500000001,48.955797,48.758175,81.481138,0,-48.821401,5.0,0.682581,0.999,1,0
2026-07-01 11:20:00+00:00,AR-001,perimeter,asphalt,base_area,1.035835,15.0037845,49.309417,48.651799,80.731226,0,-43.302267,5.0,0.633662,0.999,1,0
2026-07-01 11:25:00+00:00,AR-001,perimeter,gravel,base_area,0.884799,15.017716750000002,50.055805,48.529392,79.641543,0,-49.104959,5.0,0.669671,0.999,1,0
2026-07-01 11:30:00+00:00,AR-001,perimeter,gravel,open_perimeter,0.851942,14.73682525,49.426806,48.45354,78.899085,0,-58.619569,5.0,0.567264,0.999,1,0
2026-07-01 11:35:00+00:00,AR-001,perimeter,gravel,open_perimeter,0.900788,14.45244675,48.469311,48.369841,78.085759,0,-55.768786,5.0,0.469212,0.999,1,0
2026-07-01 11:40:00+00:00,AR-001,perimeter,dry_grass,open_perimeter,0.820885,15.3220985,49.68861,48.240572,77.133449,0,-56.00312,5.0,0.698199,0.999,1,0
2026-07-01 11:45:00+00:00,AR-001,perimeter,dry_grass,tree_line,0.833651,14.75938225,49.367397,48.164526,76.323841,0,-63.503624,4.0,1.239352,0.999,1,0
2026-07-01 11:50:00+00:00,AR-001,perimeter,wet_grass,tree_line,0.698972,15.82907375,55.840547,48.00906,75.184068,0,-57.658004,3.0,1.829326,0.999,1,0
2026-07-01 11:55:00+00:00,AR-001,perimeter,wet_grass,tree_line,0.661995,15.900119250000001,55.910992,47.920648,74.411173,0,-64.567591,4.0,1.163776,0.999,1,0
2026-07-01 12:00:00+00:00,AR-001,coverage,mud,building_shadow,0.535305,17.151445250000002,65.341663,47.800267,73.626823,0,-74.65228,4.0,1.123187,0.999,1,0
2026-07-01 12:05:00+00:00,AR-001,coverage,mud,building_shadow,0.576366,18.3108685,65.438545,47.671467,72.745974,0,-78.518305,3.0,1.885632,0.999,1,0
2026-07-01 12:10:00+00:00,AR-001,coverage,mud,building_shadow,0.511025,16.026104250000003,65.773177,47.649916,72.023166,0,-81.270268,4.0,1.216798,0.999,1,0
2026-07-01 12:15:00+00:00,AR-001,coverage,sand,remote_edge,0.46618,18.53629075,74.143926,47.475899,71.052165,0,-83.837776,4.0,1.269444,0.999,1,0
2026-07-01 12:20:00+00:00,AR-001,coverage,sand,remote_edge,0.522148,19.9979935,74.377128,47.330282,70.091336,0,-78.914867,3.0,1.823637,0.999,1,0
2026-07-01 12:25:00+00:00,AR-001,coverage,rocky,remote_edge,0.72744,12.59143775,45.994532,47.438036,69.334052,0,-74.60271,4.0,1.109894,0.999,1,0
2026-07-01 12:30:00+00:00,AR-001,escort,rocky,base_area,0.606446,11.602979000000001,44.093208,47.358265,68.392347,0,-44.891293,4.0,1.06518,0.999,1,0
2026-07-01 12:35:00+00:00,AR-001,escort,rocky,base_area,0.589006,10.97723875,43.359505,47.269422,67.453845,0,-45.514451,5.0,0.663338,0.999,1,0
2026-07-01 12:40:00+00:00,AR-001,escort,asphalt,base_area,0.700859,11.6720965,41.609175,47.128981,66.361208,0,-49.605375,5.0,0.468754,0.999,1,0
2026-07-01 12:45:00+00:00,AR-001,escort,asphalt,open_perimeter,0.666458,10.721602749999999,41.194239,47.086066,65.757394,0,-71.610432,4.0,1.166147,0.999,1,0
2026-07-01 12:50:00+00:00,AR-001,escort,gravel,open_perimeter,0.56527,11.247751749999999,43.980761,46.963936,64.789082,0,-55.26444,5.0,0.605462,0.999,1,0
2026-07-01 12:55:00+00:00,AR-001,escort,gravel,open_perimeter,0.684241,12.024175,44.893346,46.86102,64.050438,0,-65.558446,5.0,0.45,0.999,1,0
2026-07-01 13:00:00+00:00,AR-001,coverage,dry_grass,tree_line,0.870279,15.447785,49.303433,46.664052,63.086557,0,-67.325537,3.0,1.840996,0.999,1,0
